t,cycle,phase,kpa,amp
61.9,1,hold,-62.49,0.65
61.98,1,hold,-62.46,0.65
62.07,1,hold,-62.46,0.49
62.15,1,hold,-62.47,0.73
62.24,1,hold,-62.46,0.49
62.32,1,hold,-62.42,0.65
62.41,1,hold,-62.44,0.73
62.5,1,hold,-62.42,0.65
62.58,1,hold,-62.43,0.65
62.67,1,hold,-62.41,0.57
62.75,1,hold,-62.4,0.73
62.84,1,hold,-62.4,0.57
62.93,1,hold,-62.4,0.57
63.01,1,hold,-62.39,0.41
63.1,1,hold,-62.36,0.65
63.19,1,hold,-62.37,0.81
63.27,1,hold,-62.37,0.57
63.36,1,hold,-62.34,0.49
63.44,1,hold,-62.34,0.65
63.53,1,hold,-62.35,0.65
63.61,1,hold,-62.35,0.57
63.7,1,hold,-62.32,0.57
63.78,1,hold,-62.31,0.73
63.87,1,hold,-62.32,0.49
63.96,1,hold,-62.32,0.49
64.04,1,hold,-62.29,0.65
64.13,1,hold,-62.29,0.57
64.21,1,hold,-62.27,0.73
64.3,1,hold,-62.27,0.57
64.38,1,hold,-62.27,0.73
64.47,1,hold,-62.29,0.49
64.55,1,hold,-62.25,0.65
64.64,1,hold,-62.26,0.49
64.73,1,hold,-62.26,0.73
64.81,1,hold,-62.26,0.49
64.9,1,hold,-62.21,0.57
64.98,1,hold,-62.22,0.81
65.07,1,hold,-62.23,0.65
65.15,1,hold,-62.21,0.49
65.24,1,hold,-62.21,0.65
65.33,1,hold,-62.21,0.65
65.41,1,hold,-62.2,0.65
65.5,1,hold,-62.17,0.57
65.59,1,hold,-62.17,0.57
65.67,1,hold,-62.16,0.57
65.76,1,hold,-62.16,0.57
65.84,1,hold,-62.14,0.65
65.93,1,hold,-62.14,0.57
66.01,1,hold,-62.14,0.73
66.1,1,hold,-62.14,0.57
66.19,1,hold,-62.14,0.65
66.27,1,hold,-62.11,0.49
66.36,1,hold,-62.1,0.73
66.44,1,hold,-62.12,0.49
66.53,1,hold,-62.1,0.57
66.62,1,hold,-62.08,0.57
66.7,1,hold,-62.07,0.81
66.79,1,hold,-62.07,0.65
66.87,1,hold,-62.07,0.65
66.96,1,hold,-62.06,0.57
67.04,1,hold,-62.05,0.57
67.13,1,hold,-62.06,0.73
67.21,1,hold,-62.04,0.65
67.3,1,hold,-62.02,0.65
67.39,1,hold,-62.03,0.57
67.47,1,hold,-62.02,0.57
67.56,1,hold,-62.04,0.57
67.65,1,hold,-62.01,0.81
67.73,1,hold,-62.02,0.49
67.82,1,hold,-61.98,0.65
67.9,1,hold,-62.0,0.81
67.99,1,hold,-62.0,0.57
68.07,1,hold,-61.97,0.73
68.16,1,hold,-61.98,0.73
68.24,1,hold,-61.97,0.57
68.33,1,hold,-61.97,0.65
68.42,1,hold,-61.94,0.65
68.5,1,hold,-61.94,0.65
68.59,1,hold,-61.94,0.65
68.67,1,hold,-61.93,0.65
68.76,1,hold,-61.92,0.57
68.84,1,hold,-61.91,0.57
68.93,1,hold,-61.91,0.49
69.01,1,hold,-61.92,0.65
69.1,1,hold,-61.9,0.49
69.18,1,hold,-61.87,0.57
69.27,1,hold,-61.87,0.57
69.35,1,hold,-61.88,0.49
69.44,1,hold,-61.88,0.73
69.53,1,hold,-61.85,0.57
69.61,1,hold,-61.85,0.57
69.69,1,hold,-61.84,0.65
69.78,1,hold,-61.86,0.65
69.87,1,hold,-61.84,0.81
69.95,1,hold,-61.82,0.65
70.04,1,hold,-61.82,0.49
70.13,1,hold,-61.82,0.49
70.21,1,hold,-61.79,0.57
70.29,1,hold,-61.79,0.65
70.38,1,hold,-61.79,0.65
70.47,1,hold,-61.77,0.57
70.55,1,hold,-61.77,0.65
70.64,1,hold,-61.76,0.57
70.72,1,hold,-61.77,0.49
70.81,1,hold,-61.76,0.73
70.9,1,hold,-61.76,0.57
70.98,1,hold,-61.74,0.57
71.07,1,hold,-61.73,0.65
71.15,1,hold,-61.73,0.73
71.24,1,hold,-61.74,0.65
71.32,1,hold,-61.71,0.65
71.41,1,hold,-61.7,0.65
71.5,1,hold,-61.71,0.49
71.58,1,hold,-61.71,0.57
71.67,1,hold,-61.71,0.73
71.75,1,hold,-61.68,0.49
71.84,1,hold,-61.68,0.81
71.92,1,hold,-61.69,0.49
72.01,1,hold,-61.68,0.65
72.09,1,hold,-61.65,0.57
72.18,1,hold,-61.65,0.81
72.26,1,hold,-61.66,0.73
72.35,1,hold,-61.65,0.65
72.44,1,hold,-61.62,0.73
72.52,1,hold,-61.62,0.49
72.61,1,hold,-61.62,0.65
72.7,1,hold,-61.63,0.57
72.78,1,hold,-61.61,0.65
72.87,1,hold,-61.59,0.49
72.95,1,hold,-61.59,0.57
73.04,1,hold,-61.59,0.57
73.12,1,hold,-61.57,0.73
73.21,1,hold,-61.56,0.49
73.3,1,hold,-61.56,0.49
73.38,1,hold,-61.56,0.57
73.47,1,hold,-61.56,0.73
73.55,1,hold,-61.53,0.57
73.64,1,hold,-61.53,0.57
73.72,1,hold,-61.53,0.57
73.81,1,hold,-61.54,0.73
73.9,1,hold,-61.51,0.49
73.98,1,hold,-61.51,0.57
74.07,1,hold,-61.49,0.57
74.15,1,hold,-61.51,0.57
74.24,1,hold,-61.49,0.65
74.32,1,hold,-61.48,0.65
74.41,1,hold,-61.46,0.49
74.49,1,hold,-61.46,0.49
74.58,1,hold,-61.47,0.73
74.66,1,hold,-61.44,0.65
74.75,1,hold,-61.44,0.73
74.84,1,hold,-61.45,0.57
74.92,1,hold,-61.45,0.65
75.01,1,hold,-61.45,0.73
75.1,1,hold,-61.42,0.65
75.18,1,hold,-61.42,0.65
75.27,1,hold,-61.41,0.65
75.35,1,hold,-61.41,0.81
75.44,1,hold,-61.4,0.65
75.53,1,hold,-61.39,0.57
75.61,1,hold,-61.39,0.73
75.7,1,hold,-61.4,0.57
75.79,1,hold,-61.36,0.57
75.87,1,hold,-61.35,0.57
75.95,1,hold,-61.36,0.49
76.04,1,hold,-61.37,0.65
76.13,1,hold,-61.33,0.57
76.21,1,hold,-61.34,0.57
76.3,1,hold,-61.33,0.49
76.39,1,hold,-61.31,0.65
76.47,1,hold,-61.31,0.65
76.56,1,hold,-61.31,0.65
76.64,1,hold,-61.29,0.57
76.73,1,hold,-61.29,0.81
76.81,1,hold,-61.28,0.57
76.9,1,hold,-61.26,0.73
76.99,1,hold,-61.26,0.65
77.07,1,hold,-61.26,0.49
77.16,1,hold,-61.26,0.57
77.24,1,hold,-61.24,0.65
77.33,1,hold,-61.24,0.57
77.41,1,hold,-61.24,0.65
77.5,1,hold,-61.24,0.57
77.59,1,hold,-61.23,0.81
77.67,1,hold,-61.21,0.57
77.76,1,hold,-61.22,0.65
77.84,1,hold,-61.21,0.49
77.93,1,hold,-61.19,0.57
78.02,1,hold,-61.18,0.49
78.1,1,hold,-61.19,0.65
78.19,1,hold,-61.19,0.57
78.28,1,hold,-61.17,0.73
78.36,1,hold,-61.15,0.73
78.45,1,hold,-61.15,0.49
78.53,1,hold,-61.16,0.65
78.62,1,hold,-61.15,0.65
78.71,1,hold,-61.12,0.57
78.79,1,hold,-61.13,0.65
78.88,1,hold,-61.12,0.73
78.96,1,hold,-61.11,0.65
79.05,1,hold,-61.12,0.57
79.13,1,hold,-61.1,0.49
79.22,1,hold,-61.11,0.81
79.31,1,hold,-61.1,0.65
79.39,1,hold,-61.1,0.57
79.48,1,hold,-61.08,0.65
79.56,1,hold,-61.06,0.73
79.65,1,hold,-61.06,0.65
79.73,1,hold,-61.05,0.73
79.82,1,hold,-61.02,0.81
79.91,1,hold,-61.04,0.57
79.99,1,hold,-61.04,0.57
80.08,1,hold,-61.02,0.49
80.16,1,hold,-61.01,0.65
80.25,1,hold,-61.02,0.57
80.33,1,hold,-61.01,0.57
80.42,1,hold,-61.01,0.41
80.51,1,hold,-61.01,0.49
80.59,1,hold,-60.96,0.57
80.68,1,hold,-60.97,0.65
80.76,1,hold,-60.98,0.49
80.85,1,hold,-60.96,0.65
80.94,1,hold,-60.94,0.65
81.02,1,hold,-60.94,0.57
81.11,1,hold,-60.96,0.57
81.19,1,hold,-60.95,0.49
81.28,1,hold,-60.94,0.49
81.36,1,hold,-60.92,0.57
81.45,1,hold,-60.92,0.57
81.54,1,hold,-60.91,0.73
81.62,1,hold,-60.92,0.57
81.71,1,hold,-60.89,0.57
81.79,1,hold,-60.89,0.57
81.88,1,hold,-60.88,0.49
81.96,1,hold,-60.89,0.73
82.05,1,hold,-60.87,0.65
82.13,1,hold,-60.87,0.57
82.22,1,hold,-60.87,0.81
82.3,1,hold,-60.86,0.57
82.39,1,hold,-60.86,0.57
82.47,1,hold,-60.83,0.57
82.56,1,hold,-60.82,0.65
82.65,1,hold,-60.83,0.57
82.73,1,hold,-60.81,0.57
82.82,1,hold,-60.81,0.65
82.9,1,hold,-60.79,0.57
82.99,1,hold,-60.81,0.73
83.08,1,hold,-60.81,0.57
83.16,1,hold,-60.79,0.65
83.25,1,hold,-60.79,0.49
83.33,1,hold,-60.77,0.73
83.42,1,hold,-60.78,0.65
83.5,1,hold,-60.77,0.65
83.59,1,hold,-60.76,0.49
83.68,1,hold,-60.75,0.49
83.76,1,hold,-60.74,0.57
83.85,1,hold,-60.72,0.73
83.93,1,hold,-60.72,0.57
84.02,1,hold,-60.72,0.73
84.1,1,hold,-60.71,0.57
84.19,1,hold,-60.72,0.57
84.27,1,hold,-60.69,0.65
84.36,1,hold,-60.69,0.65
84.45,1,hold,-60.68,0.57
84.53,1,hold,-60.69,0.65
84.62,1,hold,-60.69,0.57
84.7,1,hold,-60.65,0.57
84.79,1,hold,-60.65,0.49
84.88,1,hold,-60.66,0.65
84.96,1,hold,-60.66,0.65
85.05,1,hold,-60.63,0.49
85.13,1,hold,-60.63,0.57
85.22,1,hold,-60.63,0.73
85.31,1,hold,-60.64,0.65
85.39,1,hold,-60.61,0.49
85.48,1,hold,-60.61,0.65
85.57,1,hold,-60.61,0.65
85.65,1,hold,-60.6,0.57
85.74,1,hold,-60.6,0.49
85.82,1,hold,-60.59,0.65
85.91,1,hold,-60.56,0.65
85.99,1,hold,-60.56,0.65
86.08,1,hold,-60.57,0.49
86.17,1,hold,-60.55,0.49
86.25,1,hold,-60.56,0.65
86.34,1,hold,-60.54,0.49
86.42,1,hold,-60.55,0.57
86.51,1,hold,-60.54,0.57
86.59,1,hold,-60.51,0.65
86.68,1,hold,-60.53,0.57
86.77,1,hold,-60.51,0.73
86.85,1,hold,-60.52,0.49
86.94,1,hold,-60.48,0.49
87.02,1,hold,-60.5,0.65
87.11,1,hold,-60.48,0.73
87.2,1,hold,-60.49,0.49
87.28,1,hold,-60.48,0.49
87.37,1,hold,-60.46,0.65
87.45,1,hold,-60.46,0.65
87.54,1,hold,-60.46,0.65
87.62,1,hold,-60.46,0.65
87.71,1,hold,-60.42,0.65
87.79,1,hold,-60.42,0.49
87.88,1,hold,-60.43,0.65
87.96,1,hold,-60.44,0.57
88.05,1,hold,-60.42,0.65
88.14,1,hold,-60.38,0.73
88.22,1,hold,-60.39,0.49
88.31,1,hold,-60.38,0.73
88.39,1,hold,-60.38,0.65
88.48,1,hold,-60.37,0.65
88.57,1,hold,-60.37,0.49
88.65,1,hold,-60.37,0.57
88.74,1,hold,-60.37,0.73
88.82,1,hold,-60.34,0.65
88.91,1,hold,-60.35,0.73
88.99,1,hold,-60.34,0.73
89.08,1,hold,-60.34,0.57
89.17,1,hold,-60.34,0.65
89.25,1,hold,-60.31,0.49
89.33,1,hold,-60.31,0.81
89.42,1,hold,-60.31,0.57
89.51,1,hold,-60.31,0.57
89.59,1,hold,-60.29,0.57
89.68,1,hold,-60.28,0.81
89.76,1,hold,-60.29,0.57
89.85,1,hold,-60.29,0.65
89.93,1,hold,-60.28,0.57
90.02,1,hold,-60.26,0.49
90.11,1,hold,-60.26,0.73
90.19,1,hold,-60.25,0.57
90.28,1,hold,-60.25,0.57
90.36,1,hold,-60.24,0.57
90.45,1,hold,-60.22,0.57
90.53,1,hold,-60.22,0.49
90.62,1,hold,-60.22,0.57
90.7,1,hold,-60.2,0.73
90.79,1,hold,-60.21,0.65
90.88,1,hold,-60.19,0.73
90.96,1,hold,-60.19,0.57
91.05,1,hold,-60.19,0.65
91.13,1,hold,-60.17,0.49
91.22,1,hold,-60.16,0.65
91.3,1,hold,-60.17,0.65
91.39,1,hold,-60.17,0.73
91.47,1,hold,-60.17,0.57
91.56,1,hold,-60.14,0.65
91.64,1,hold,-60.12,0.57
91.73,1,hold,-60.13,0.73
91.82,1,hold,-60.14,0.81
91.9,1,hold,-60.11,0.49
91.99,1,hold,-60.11,0.57
92.08,1,hold,-60.11,0.57
92.16,1,hold,-60.11,0.73
92.25,1,hold,-60.09,0.49
92.34,1,hold,-60.08,0.73
92.42,1,hold,-60.07,0.57
92.51,1,hold,-60.07,0.49
92.59,1,hold,-60.09,0.73
92.68,1,hold,-60.03,0.57
92.76,1,hold,-60.05,0.49
92.85,1,hold,-60.05,0.73
92.93,1,hold,-60.04,0.57
93.02,1,hold,-60.02,0.65
93.11,1,hold,-60.01,0.57
93.19,1,hold,-60.02,0.49
93.28,1,hold,-60.03,0.49
93.36,1,hold,-60.01,0.65
93.45,1,hold,-60.01,0.57
93.53,1,hold,-59.99,0.57
93.62,1,hold,-59.99,0.65
93.7,1,hold,-60.0,0.73
93.79,1,hold,-59.99,0.57
93.87,1,hold,-59.95,0.65
93.96,1,hold,-59.95,0.57
94.04,1,hold,-59.95,0.65
94.13,1,hold,-59.96,0.81
94.21,1,hold,-59.92,0.57
94.3,1,hold,-59.91,0.49
94.39,1,hold,-59.92,0.65
94.47,1,hold,-59.91,0.57
94.55,1,hold,-59.92,0.49
94.64,1,hold,-59.89,0.65
94.73,1,hold,-59.89,0.65
94.81,1,hold,-59.89,0.65
94.9,1,hold,-59.88,0.65
94.98,1,hold,-59.86,0.49
95.07,1,hold,-59.85,0.49
95.15,1,hold,-59.86,0.57
95.24,1,hold,-59.86,0.57
95.33,1,hold,-59.85,0.57
95.41,1,hold,-59.83,0.57
95.5,1,hold,-59.83,0.57
95.58,1,hold,-59.82,0.73
95.67,1,hold,-59.82,0.65
95.75,1,hold,-59.81,0.57
95.84,1,hold,-59.8,0.57
95.92,1,hold,-59.8,0.73
96.01,1,hold,-59.79,0.65
96.09,1,hold,-59.76,0.57
96.18,1,hold,-59.77,0.57
96.27,1,hold,-59.77,0.49
96.35,1,hold,-59.77,0.57
96.44,1,hold,-59.76,0.73
96.52,1,hold,-59.74,0.57
96.61,1,hold,-59.74,0.57
96.7,1,hold,-59.74,0.81
96.78,1,hold,-59.74,0.57
96.87,1,hold,-59.74,0.57
96.95,1,hold,-59.71,0.57
97.04,1,hold,-59.72,0.49
97.12,1,hold,-59.71,0.73
97.21,1,hold,-59.68,0.65
97.3,1,hold,-59.68,0.73
97.38,1,hold,-59.68,0.73
97.47,1,hold,-59.69,0.49
97.56,1,hold,-59.67,0.73
97.64,1,hold,-59.69,0.73
97.73,1,hold,-59.66,0.65
97.81,1,hold,-59.66,0.57
97.9,1,hold,-59.65,0.57
97.98,1,hold,-59.66,0.49
98.07,1,hold,-59.62,0.57
98.16,1,hold,-59.62,0.73
98.24,1,hold,-59.62,0.65
98.33,1,hold,-59.62,0.73
98.41,1,hold,-59.61,0.65
98.5,1,hold,-59.59,0.65
98.58,1,hold,-59.59,0.57
98.67,1,hold,-59.59,0.49
98.75,1,hold,-59.59,0.73
98.84,1,hold,-59.58,0.49
98.93,1,hold,-59.57,0.73
99.01,1,hold,-59.58,0.49
99.1,1,hold,-59.57,0.65
99.18,1,hold,-59.54,0.57
99.27,1,hold,-59.54,0.65
99.35,1,hold,-59.54,0.73
99.44,1,hold,-59.54,0.65
99.53,1,hold,-59.54,0.73
99.61,1,hold,-59.51,0.49
99.7,1,hold,-59.51,0.57
99.78,1,hold,-59.51,0.65
99.87,1,hold,-59.5,0.65
99.95,1,hold,-59.49,0.57
100.04,1,hold,-59.48,0.65
100.13,1,hold,-59.48,0.41
100.21,1,hold,-59.49,0.73
100.3,1,hold,-59.46,0.81
100.38,1,hold,-59.46,0.73
100.47,1,hold,-59.44,0.65
100.55,1,hold,-59.46,0.57
100.64,1,hold,-59.44,0.49
100.72,1,hold,-59.46,0.65
100.81,1,hold,-59.42,0.57
100.89,1,hold,-59.42,0.49
100.98,1,hold,-59.41,0.65
101.06,1,hold,-59.41,0.57
101.15,1,hold,-59.42,0.57
101.24,1,hold,-59.4,0.49
101.32,1,hold,-59.39,0.49
101.41,1,hold,-59.39,0.73
101.49,1,hold,-59.39,0.65
101.58,1,hold,-59.36,0.65
101.66,1,hold,-59.36,0.49
101.75,1,hold,-59.36,0.73
101.83,1,hold,-59.37,0.73
101.92,1,hold,-59.35,0.57
102.01,1,hold,-59.34,0.49
102.09,1,hold,-59.34,0.65
102.18,1,hold,-59.33,0.65
102.27,1,hold,-59.33,0.57
102.35,1,hold,-59.3,0.65
102.44,1,hold,-59.32,0.65
102.53,1,hold,-59.31,0.57
102.61,1,hold,-59.3,0.57
102.7,1,hold,-59.29,0.49
102.78,1,hold,-59.28,0.73
102.87,1,hold,-59.28,0.81
102.96,1,hold,-59.28,0.65
103.04,1,hold,-59.29,0.73
103.12,1,hold,-59.26,0.57
103.21,1,hold,-59.24,0.65
103.3,1,hold,-59.25,0.65
103.38,1,hold,-59.26,0.65
103.47,1,hold,-59.21,0.65
103.56,1,hold,-59.22,0.57
103.64,1,hold,-59.22,0.65
103.73,1,hold,-59.21,0.57
103.81,1,hold,-59.21,0.73
103.9,1,hold,-59.19,0.57
103.99,1,hold,-59.21,0.57
104.07,1,hold,-59.18,0.65
104.16,1,hold,-59.17,0.57
104.25,1,hold,-59.16,0.49
104.33,1,hold,-59.17,0.65
104.42,1,hold,-59.17,0.73
104.5,1,hold,-59.16,0.49
104.59,1,hold,-59.18,0.57
104.67,1,hold,-59.14,0.65
104.76,1,hold,-59.14,0.73
104.84,1,hold,-59.13,0.73
104.93,1,hold,-59.13,0.49
105.02,1,hold,-59.13,0.57
105.1,1,hold,-59.11,0.57
105.19,1,hold,-59.09,0.65
105.28,1,hold,-59.1,0.81
105.36,1,hold,-59.07,0.81
105.45,1,hold,-59.08,0.49
105.54,1,hold,-59.08,0.73
105.62,1,hold,-59.07,0.65
105.71,1,hold,-59.07,0.57
105.79,1,hold,-59.07,0.57
105.88,1,hold,-59.04,0.65
105.96,1,hold,-59.04,0.57
106.05,1,hold,-59.05,0.49
106.13,1,hold,-59.05,0.57
106.22,1,hold,-59.01,0.73
106.31,1,hold,-59.01,0.73
106.39,1,hold,-59.02,0.49
106.48,1,hold,-59.01,0.65
106.56,1,hold,-59.02,0.49
106.65,1,hold,-58.99,0.65
106.73,1,hold,-58.97,0.57
106.82,1,hold,-58.99,0.49
106.9,1,hold,-58.98,0.57
106.99,1,hold,-58.97,0.49
107.08,1,hold,-58.96,0.57
107.16,1,hold,-58.96,0.57
107.25,1,hold,-58.96,0.65
107.33,1,hold,-58.94,0.65
107.42,1,hold,-58.93,0.57
107.51,1,hold,-58.94,0.65
107.59,1,hold,-58.93,0.49
107.68,1,hold,-58.92,0.81
107.76,1,hold,-58.91,0.57
107.85,1,hold,-58.91,0.73
107.93,1,hold,-58.89,0.65
108.02,1,hold,-58.9,0.49
108.1,1,hold,-58.9,0.57
108.19,1,hold,-58.87,0.65
108.28,1,hold,-58.87,0.57
108.36,1,hold,-58.87,0.49
108.45,1,hold,-58.86,0.57
108.53,1,hold,-58.84,0.49
108.62,1,hold,-58.83,0.65
108.7,1,hold,-58.85,0.65
108.79,1,hold,-58.83,0.73
108.87,1,hold,-58.85,0.57
108.96,1,hold,-58.84,0.57
109.04,1,hold,-58.81,0.65
109.13,1,hold,-58.81,0.73
109.21,1,hold,-58.81,0.57
109.3,1,hold,-58.8,0.65
109.39,1,hold,-58.79,0.65
109.47,1,hold,-58.77,0.73
109.56,1,hold,-58.78,0.49
109.64,1,hold,-58.78,0.65
109.73,1,hold,-58.76,0.49
109.82,1,hold,-58.76,0.65
109.9,1,hold,-58.76,0.49
109.99,1,hold,-58.76,0.49
110.07,1,hold,-58.76,0.65
110.16,1,hold,-58.72,0.57
110.25,1,hold,-58.72,0.65
110.33,1,hold,-58.74,0.65
110.42,1,hold,-58.73,0.57
110.5,1,hold,-58.73,0.73
110.59,1,hold,-58.72,0.73
110.68,1,hold,-58.71,0.65
110.76,1,hold,-58.72,0.73
110.85,1,hold,-58.71,0.73
110.93,1,hold,-58.67,0.73
111.02,1,hold,-58.66,0.73
111.1,1,hold,-58.67,0.57
111.19,1,hold,-58.67,0.65
111.27,1,hold,-58.65,0.49
111.36,1,hold,-58.65,0.65
111.44,1,hold,-58.65,0.49
111.53,1,hold,-58.64,0.57
111.62,1,hold,-58.64,0.65
111.71,1,hold,-58.59,0.57
111.79,1,hold,-58.6,0.65
111.88,1,hold,-58.6,0.49
111.96,1,hold,-58.61,0.65
112.05,1,hold,-58.61,0.49
112.14,1,hold,-58.57,0.57
112.22,1,hold,-58.59,0.65
112.31,1,hold,-58.59,0.65
112.39,1,hold,-58.59,0.57
112.48,1,hold,-58.58,0.57
112.57,1,hold,-58.55,0.49
112.65,1,hold,-58.56,0.49
112.74,1,hold,-58.56,0.65
112.82,1,hold,-58.54,0.73
112.91,1,hold,-58.52,0.73
112.99,1,hold,-58.52,0.73
113.08,1,hold,-58.53,0.65
113.16,1,hold,-58.52,0.65
113.25,1,hold,-58.51,0.65
113.34,1,hold,-58.49,0.49
113.42,1,hold,-58.49,0.49
113.51,1,hold,-58.5,0.49
113.59,1,hold,-58.49,0.57
113.68,1,hold,-58.47,0.65
113.76,1,hold,-58.46,0.65
113.85,1,hold,-58.46,0.65
113.93,1,hold,-58.46,0.65
114.02,1,hold,-58.47,0.65
114.1,1,hold,-58.44,0.65
114.19,1,hold,-58.44,0.65
114.27,1,hold,-58.44,0.57
114.36,1,hold,-58.44,0.65
114.45,1,hold,-58.42,0.57
114.54,1,hold,-58.41,0.65
114.62,1,hold,-58.41,0.65
114.71,1,hold,-58.41,0.57
114.79,1,hold,-58.39,0.57
114.88,1,hold,-58.4,0.49
114.96,1,hold,-58.37,0.57
115.05,1,hold,-58.37,0.57
115.14,1,hold,-58.36,0.57
115.22,1,hold,-58.36,0.49
115.31,1,hold,-58.36,0.65
115.39,1,hold,-58.33,0.65
115.48,1,hold,-58.35,0.65
115.56,1,hold,-58.35,0.65
115.65,1,hold,-58.32,0.65
115.73,1,hold,-58.32,0.65
115.82,1,hold,-58.32,0.81
115.9,1,hold,-58.32,0.49
115.99,1,hold,-58.32,0.65
116.08,1,hold,-58.29,0.73
116.16,1,hold,-58.3,0.65
116.25,1,hold,-58.29,0.73
116.34,1,hold,-58.29,0.57
116.42,1,hold,-58.28,0.49
116.51,1,hold,-58.27,0.73
116.59,1,hold,-58.26,0.73
116.68,1,hold,-58.27,0.65
116.76,1,hold,-58.26,0.73
116.85,1,hold,-58.26,0.49
116.93,1,hold,-58.24,0.81
117.02,1,hold,-58.23,0.49
117.1,1,hold,-58.23,0.49
117.19,1,hold,-58.23,0.57
117.28,1,hold,-58.22,0.49
117.36,1,hold,-58.21,0.49
117.45,1,hold,-58.21,0.49
117.53,1,hold,-58.21,0.73
117.62,1,hold,-58.2,0.57
117.7,1,hold,-58.17,0.57
117.79,1,hold,-58.18,0.57
117.87,1,hold,-58.18,0.65
117.96,1,hold,-58.19,0.57
118.04,1,hold,-58.16,0.65
118.13,1,hold,-58.15,0.65
118.21,1,hold,-58.14,0.65
118.3,1,hold,-58.14,0.65
118.38,1,hold,-58.15,0.65
118.47,1,hold,-58.14,0.65
118.55,1,hold,-58.12,0.65
118.64,1,hold,-58.11,0.65
118.73,1,hold,-58.12,0.65
118.81,1,hold,-58.1,0.73
118.9,1,hold,-58.09,0.73
118.98,1,hold,-58.08,0.73
119.07,1,hold,-58.09,0.49
119.16,1,hold,-58.09,0.57
119.24,1,hold,-58.09,0.81
119.33,1,hold,-58.06,0.57
119.42,1,hold,-58.06,0.65
119.5,1,hold,-58.06,0.49
119.59,1,hold,-58.06,0.49
119.67,1,hold,-58.04,0.49
119.76,1,hold,-58.03,0.49
119.84,1,hold,-58.03,0.65
119.93,1,hold,-58.03,0.57
120.02,1,hold,-58.04,0.57
120.1,1,hold,-57.99,0.65
120.19,1,hold,-57.99,0.65
120.27,1,hold,-58.0,0.73
120.36,1,hold,-57.99,0.57
120.44,1,hold,-57.97,0.57
120.53,1,hold,-57.97,0.49
120.61,1,hold,-57.97,0.49
120.7,1,hold,-57.97,0.65
120.78,1,hold,-57.97,0.65
120.87,1,hold,-57.94,0.49
120.95,1,hold,-57.94,0.65
121.04,1,hold,-57.92,0.65
121.12,1,hold,-57.94,0.73
121.21,1,hold,-57.94,0.57
121.3,1,hold,-57.92,0.57
121.38,1,hold,-57.91,0.57
121.47,1,hold,-57.91,0.65
121.55,1,hold,-57.91,0.65
121.64,1,hold,-57.89,0.57
121.72,1,hold,-57.89,0.57
121.81,1,hold,-57.89,0.65
121.9,1,hold,-57.88,0.73
121.98,1,hold,-57.89,0.73
122.07,1,hold,-57.86,0.65
122.15,1,hold,-57.86,0.65
122.24,1,hold,-57.85,0.73
122.32,1,hold,-57.86,0.73
122.41,1,hold,-57.85,0.57
122.5,1,hold,-57.83,0.65
122.58,1,hold,-57.84,0.65
122.67,1,hold,-57.82,0.49
122.75,1,hold,-57.82,0.65
122.84,1,hold,-57.8,0.65
122.93,1,hold,-57.79,0.49
123.01,1,hold,-57.79,0.49
123.1,1,hold,-57.79,0.49
123.18,1,hold,-57.79,0.65
123.27,1,hold,-57.77,0.57
123.35,1,hold,-57.78,0.57
123.44,1,hold,-57.76,0.65
123.53,1,hold,-57.77,0.57
123.61,1,hold,-57.76,0.81
123.7,1,hold,-57.73,0.65
123.78,1,hold,-57.73,0.73
123.87,1,hold,-57.74,0.65
123.95,1,hold,-57.73,0.73
124.04,1,hold,-57.72,0.57
124.12,1,hold,-57.72,0.57
124.21,1,hold,-57.71,0.65
124.29,1,hold,-57.72,0.49
124.38,1,hold,-57.69,0.65
124.47,1,hold,-57.72,0.57
124.55,1,hold,-57.68,0.57
124.64,1,hold,-57.67,0.57
124.72,1,hold,-57.68,0.73
124.81,1,hold,-57.68,0.65
124.89,1,hold,-57.66,0.73
124.98,1,hold,-57.64,0.65
125.06,1,hold,-57.64,0.73
125.15,1,hold,-57.65,0.65
125.24,1,hold,-57.64,0.81
125.32,1,hold,-57.62,0.73
125.41,1,hold,-57.62,0.57
125.49,1,hold,-57.62,0.65
125.58,1,hold,-57.62,0.57
125.66,1,hold,-57.61,0.49
